ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,leads,actions,advertiser,platform,product,region,revenue,date,unit_price,spent
776430,936,115503,30-34,M,10,3200,0,1,0,Microsoft,Facebook,Surface Pro,Alabama,0,2021-10-29,799,0
776464,936,115508,45-49,F,29,7550,1,1,1,Amazon,Facebook,AmazonFresh,Georgia,14,2021-07-02,14,1.679999948
776469,936,115509,45-49,F,28,45397,15,1,1,Nike,LinkedIn,Air Jordan,Idaho,200,2020-01-19,200,25.41999936
776473,936,115510,30-34,M,16,23086,2,1,1,General Electric (GE),Facebook,GE Aviation,Nevada,10000,2023-02-25,10000,3.310000062
776475,936,115510,30-34,M,16,16425,1,1,0,Samsung,Facebook,Galaxy Book,Nebraska,0,2021-02-22,649.99,1.549999952
776476,936,115510,30-34,M,16,43756,5,0,0,Sony,LinkedIn,Sony Music,Minnesota,0,2023-12-21,9.99,5.439999938
776477,936,115510,30-34,M,16,9982,0,1,0,Google,LinkedIn,Google Home,Wyoming,0,2023-06-06,99,0
776489,936,115512,45-49,F,26,175389,55,1,0,Ford,Facebook,Ford Bronco,South Dakota,0,2021-01-11,28995,81.60999787
776494,936,115513,30-34,M,15,7015,0,1,0,Tesla,Google Ads,Roadster,Delaware,0,2021-08-16,200000,0
776515,936,115517,45-49,F,65,12706,3,1,1,Intel,Google Ads,Intel RealSense,Idaho,100,2023-05-01,100,4.98999989
776519,936,115517,45-49,F,65,70702,20,1,0,Microsoft,Facebook,Surface Pro,North Carolina,0,2023-05-08,799,31.7099998
776533,936,115520,45-49,F,63,63927,16,2,0,Apple,Facebook,MacBook,Louisiana,0,2022-02-24,1299,25.52000046
776534,936,115520,45-49,F,63,15105,3,1,0,Coca-Cola,Google Ads,Fanta,Arizona,0,2021-03-05,1.5,4.25999999
776538,936,115521,30-34,F,15,8774,1,1,0,Nike,Instagram,Nike Free,Utah,0,2023-05-19,100,1.830000043
776551,936,115523,30-34,F,16,14459,1,1,0,Sony,LinkedIn,Sony Blu-ray,Oklahoma,0,2022-10-24,149.99,1.389999986
776552,936,115523,30-34,F,16,21596,2,1,0,Amazon,LinkedIn,AmazonFresh,Wisconsin,0,2021-12-18,14,2.809999943
776553,936,115523,30-34,F,16,66765,8,1,0,Apple,Google Ads,MacBook,Utah,0,2023-07-11,1299,11.04999971
776563,936,115525,30-34,F,7,1369,0,1,1,Coca-Cola,Twitter,Vitaminwater,Utah,2,2022-06-05,2,0
776579,936,115527,30-34,F,10,26910,5,1,0,Ford,LinkedIn,Ford Edge,Alaska,0,2023-09-10,31400,7.229999781
776603,936,115531,30-34,F,2,506,0,1,0,Sony,LinkedIn,Sony Home Audio,Idaho,0,2022-04-28,299.99,0
776615,936,115533,45-49,M,63,11988,3,1,0,Tesla,Google Ads,Solar Roof,North Dakota,0,2021-04-05,25000,4.269999862
776623,936,115535,45-49,M,64,19353,6,1,1,Samsung,Twitter,Samsung Health,Colorado,0,2022-03-15,0,9.4799999
776631,936,115536,40-44,M,29,10960,2,1,0,General Electric (GE),Google Ads,GE Capital,Kentucky,0,2020-02-25,500,2.890000105
776643,936,115538,30-34,M,15,33491,6,2,1,Tesla,Instagram,Model 3,Maine,39990,2021-05-10,39990,10.56999969
776644,936,115538,30-34,M,15,20083,2,2,1,Microsoft,LinkedIn,Surface Laptop,Maine,999,2023-11-23,999,3.200000048
776659,936,115541,30-34,M,16,8817,0,1,1,Google,Instagram,Pixel,Florida,799,2022-03-30,799,0
776661,936,115541,30-34,M,16,15466,1,1,0,Samsung,Instagram,Samsung Home,North Carolina,0,2021-02-10,299.99,0.970000029
776662,936,115541,30-34,M,16,27072,3,1,0,Amazon,Google Ads,Kindle,Texas,0,2021-09-05,89,4.370000005
776663,936,115541,30-34,M,16,15753,1,1,1,Intel,LinkedIn,Intel Atom,Pennsylvania,50,2020-06-03,50,0.569999993
776668,936,115542,40-44,M,19,3523,1,1,1,General Electric (GE),Twitter,GE Additive,Missouri,1000,2023-03-31,1000,1.809999943
776685,936,115545,40-44,M,16,7745,0,1,0,Microsoft,Twitter,OneDrive,Florida,0,2021-06-05,1.99,0
776686,936,115545,40-44,M,16,18709,2,1,0,IBM,Instagram,IBM Cloud,South Dakota,0,2021-05-09,10,3.319999933
776687,936,115545,40-44,M,16,8022,0,2,1,Nike,Instagram,Air Max,Pennsylvania,160,2023-09-23,160,0
776696,936,115547,30-34,M,10,7966,1,1,1,Adidas,Google Ads,Pharrell Williams,North Dakota,140,2022-11-05,140,1.179999948
776697,936,115547,30-34,M,10,4132,0,1,1,Samsung,Google Ads,Galaxy Book,Tennessee,649.99,2020-06-02,649.99,0
776698,936,115547,30-34,M,10,12785,3,2,1,Samsung,Google Ads,Samsung Home,Nevada,299.99,2020-04-08,299.99,4.730000019
776699,936,115547,30-34,M,10,8213,1,1,1,Tesla,Instagram,Model Y,Minnesota,49990,2021-06-21,49990,1.379999995
776722,936,115551,30-34,M,2,545,0,1,1,Amazon,LinkedIn,Echo,Texas,99,2022-01-21,99,0
776725,936,115552,40-44,M,23,2479,1,1,0,IBM,Google Ads,IBM Z,West Virginia,0,2020-08-07,1000,1.25999999
776780,936,115561,40-44,M,2,3812,2,1,0,Samsung,Google Ads,Samsung Health,Michigan,0,2022-04-08,0,3.049999952
776793,936,115563,45-49,M,21,1609,0,1,0,Samsung,LinkedIn,Galaxy S,Georgia,0,2022-03-10,799.99,0
776799,936,115564,45-49,M,20,10257,3,1,1,Tesla,Google Ads,Solar Roof,Texas,25000,2023-11-10,25000,3.579999924
776817,936,115567,40-44,M,10,12356,4,1,0,Intel,Google Ads,Intel RealSense,Ohio,0,2023-03-30,100,6.279999971
776825,936,115568,45-49,M,18,7410,1,1,0,General Electric (GE),LinkedIn,GE Aviation,Nebraska,0,2021-01-01,10000,1.210000038
776829,936,115569,45-49,M,16,140098,28,1,0,Samsung,Instagram,Samsung Health,Nevada,0,2021-02-28,0,46.63000011
776831,936,115569,45-49,M,16,107021,20,1,0,Microsoft,LinkedIn,Windows,Ohio,0,2022-12-26,139.99,34.44000012
776840,936,115571,35-39,M,36,2797,1,1,0,Nike,Facebook,Nike Free,Utah,0,2020-03-24,100,1.289999962
776861,936,115574,45-49,M,7,16461,6,1,0,Amazon,Google Ads,Amazon Fire TV,Georgia,0,2021-06-09,119,9.21999979
776892,936,115580,40-44,M,63,17488,5,1,0,Coca-Cola,Twitter,Minute Maid,Nebraska,0,2023-12-27,2,7.719999909
776928,936,115586,35-39,M,10,9750,2,1,1,Tesla,Instagram,Tesla Supercharger,Alabama,1000,2021-06-23,1000,1.5
776935,936,115587,45-49,M,36,1136,0,1,1,Amazon,Facebook,Kindle,Utah,89,2020-12-27,89,0
777105,936,115615,45-49,M,63,4333,1,1,1,General Electric (GE),Instagram,GE Healthcare,Massachusetts,5000,2020-12-10,5000,0.180000007
777130,936,115619,35-39,M,16,6260,0,1,0,Google,Instagram,Chromecast,Pennsylvania,0,2021-06-29,35,0
777131,936,115619,35-39,M,16,6359,0,1,0,Microsoft,LinkedIn,Surface Book,Connecticut,0,2022-06-19,1499,0
777166,936,115625,30-34,M,63,2383,0,1,1,Apple,Google Ads,iMac,North Dakota,1099,2020-03-19,1099,0
777187,936,115629,40-44,M,27,11292,3,1,1,Samsung,Facebook,Samsung Home,Idaho,299.99,2023-02-27,299.99,5.389999866
777198,936,115631,30-34,M,64,12729,4,1,0,Sony,Google Ads,PlayStation,Kentucky,0,2020-09-13,299.99,5.779999852
777200,936,115631,30-34,M,64,1898,0,1,1,Nike,LinkedIn,Nike Cortez,Idaho,75,2023-08-26,75,0
777201,936,115631,30-34,M,64,1882,0,1,1,Toyota,Facebook,Toyota Tundra,Arizona,34425,2022-11-22,34425,0
777235,936,115637,30-34,M,65,2883,1,1,1,Adidas,LinkedIn,Adidas EQT,Massachusetts,120,2020-01-08,120,0.99000001
777248,936,115639,30-34,F,7,3989,1,1,0,Microsoft,Twitter,Windows,Delaware,0,2023-09-03,139.99,1.279999971
777261,936,115641,40-44,M,29,19603,4,1,1,Tesla,Google Ads,Powerwall,Montana,6500,2023-11-16,6500,5.279999971
777382,936,115675,40-44,M,24,3047,1,1,0,Intel,Instagram,Intel Atom,Indiana,0,2021-07-06,50,1.379999995
777398,936,115677,35-39,M,24,3029,1,1,1,IBM,Facebook,IBM Storage,Hawaii,1000,2021-11-10,1000,1.049999952
777410,936,115679,45-49,M,26,3490,1,1,1,Apple,Twitter,Apple TV,Illinois,149,2023-03-21,149,1.340000033
777482,936,115691,45-49,M,28,2479,0,1,0,Apple,LinkedIn,iPod,Georgia,0,2020-04-30,199,0
777495,936,115693,40-44,M,19,19581,7,2,0,Google,Twitter,Nest Thermostat,Maine,0,2024-01-29,249,10.42999983
777519,936,115697,45-49,M,29,19537,5,1,0,Tesla,LinkedIn,Model X,Colorado,0,2023-06-22,89990,6.099999905
777625,936,115715,45-49,M,16,59433,12,3,0,Amazon,Instagram,Amazon Music,Mississippi,0,2022-07-14,9.99,19.65999949
777627,936,115715,45-49,M,16,157534,33,2,0,Samsung,Instagram,Galaxy Watch,Wisconsin,0,2022-03-18,249.99,56.19000077
777638,936,115717,40-44,M,7,1781,0,1,1,Ford,Google Ads,Ford Escape,Nevada,24900,2022-09-23,24900,0
777670,936,115723,40-44,M,16,23769,4,1,0,Google,Facebook,Nest Thermostat,Michigan,0,2021-10-13,249,6.029999852
777673,936,115723,40-44,M,16,7101,0,1,0,Sony,LinkedIn,Sony Music,New Hampshire,0,2023-12-18,9.99,0
777742,936,115735,35-39,M,64,4726,1,1,1,Apple,Google Ads,Apple Watch,Iowa,399,2021-12-29,399,1.830000043
777758,936,115737,30-34,M,19,5209,1,2,0,Coca-Cola,Twitter,Dasani,Virginia,0,2022-06-08,1,0.959999979
777794,936,115743,30-34,M,18,13473,3,3,0,Ford,Facebook,Ford Ranger,Hawaii,0,2021-01-12,25595,2.619999945
777816,936,115747,40-44,M,2,500,0,1,1,Apple,Instagram,Mac Pro,Washington,5999,2023-03-30,5999,0
777871,936,115756,30-34,M,20,4616,1,1,0,Toyota,LinkedIn,Toyota Sienna,Massachusetts,0,2023-09-20,34560,1.360000014
777904,936,115762,30-34,M,31,3279,0,1,0,Apple,LinkedIn,Apple TV,Missouri,0,2023-04-05,149,0
777905,936,115762,30-34,M,31,3288,0,1,0,Intel,LinkedIn,Intel Core,Maryland,0,2022-04-16,200,0
778037,936,115784,35-39,M,27,14615,4,1,0,Toyota,LinkedIn,Toyota RAV4,Arizona,0,2021-08-12,26850,6.050000191
778048,936,115786,30-34,M,27,56615,12,2,0,Amazon,Twitter,Amazon Fire TV,South Dakota,0,2022-03-23,119,19.88000035
778085,936,115792,30-34,M,26,11735,3,1,1,Nike,Instagram,Nike Air Force,Iowa,90,2021-07-13,90,4.529999971
778087,936,115792,30-34,M,26,15910,5,1,0,Ford,Facebook,Ford Ranger,Alabama,0,2023-07-04,25595,6.779999852
778112,936,115796,35-39,M,29,11446,2,1,1,Ford,Google Ads,Ford Explorer,Oregon,32300,2021-07-25,32300,3.090000033
778113,936,115796,35-39,M,29,4595,0,1,0,Samsung,LinkedIn,Galaxy Book,Montana,0,2020-02-23,649.99,0
778124,936,115798,30-34,M,29,4871,0,1,0,Microsoft,Instagram,Xbox Game Pass,Hawaii,0,2023-05-05,9.99,0
778148,936,115802,35-39,M,28,3199,0,1,0,Google,Facebook,Nest Thermostat,North Carolina,0,2021-02-26,249,0
778156,936,115804,30-34,M,28,9388,2,1,0,General Electric (GE),Twitter,GE Healthcare,Rhode Island,0,2020-11-28,5000,3.140000105
778161,936,115804,30-34,M,28,17954,6,2,1,Google,Google Ads,Stadia,Nevada,129,2020-03-18,129,7.5400002
778208,936,115812,40-44,F,29,2755,0,1,0,Sony,Facebook,Sony Pictures,Connecticut,0,2023-06-23,0,0
778264,936,115822,40-44,F,27,8152,1,1,0,Sony,Instagram,Sony Blu-ray,Florida,0,2020-02-25,149.99,0.99000001
778266,936,115822,40-44,F,27,74542,19,1,0,Amazon,Google Ads,Kindle,West Virginia,0,2021-03-29,89,34.1500001
778421,936,115848,40-44,F,20,6699,2,1,0,Intel,Twitter,Intel Atom,Florida,0,2022-09-04,50,3.090000033
778422,936,115848,40-44,F,20,11911,4,1,0,Sony,Twitter,Bravia TV,Iowa,0,2020-06-21,499.99,3.959999919
778461,936,115854,40-44,M,29,10090,2,1,1,Ford,LinkedIn,Ford Edge,Colorado,31400,2022-03-02,31400,2.650000095
778471,936,115856,30-34,M,32,1273,0,1,1,Apple,Twitter,MacBook,Iowa,1299,2023-05-26,1299,0
778483,936,115858,40-44,F,18,24188,5,1,0,Ford,LinkedIn,Ford Expedition,Ohio,0,2020-03-02,52940,8.179999828
778529,936,115866,30-34,M,31,2214,0,1,0,Apple,Twitter,iPhone,Maryland,0,2023-07-03,999,0
778556,936,115870,40-44,M,32,9735,4,1,1,Coca-Cola,LinkedIn,Coca-Cola Zero Sugar,Wisconsin,1.5,2023-06-01,1.5,4.130000114
778590,936,115876,30-34,M,30,1371,0,1,1,Adidas,Twitter,Ultraboost,Indiana,180,2020-06-27,180,0
778600,936,115878,40-44,F,22,10750,4,1,0,Google,LinkedIn,Google Home,Oregon,0,2021-05-27,99,5.389999866
778626,936,115882,30-34,M,29,7629,1,1,1,Adidas,Google Ads,Ultraboost,Vermont,180,2021-06-24,180,0.720000029
778628,936,115882,30-34,M,29,4608,0,1,0,Toyota,LinkedIn,Toyota Camry,Minnesota,0,2021-03-06,24670,0
778674,936,115890,35-39,M,29,3732,0,1,0,Apple,Instagram,iMac,New York,0,2020-01-15,1099,0
778689,936,115892,30-34,M,28,7453,1,1,1,Apple,Google Ads,HomePod,Iowa,299,2023-09-06,299,1.679999948
778722,936,115898,35-39,F,64,41785,14,1,0,Google,Google Ads,Chromebook,Iowa,0,2021-12-26,199,19.10000038
778737,936,115900,35-39,M,27,8077,2,1,1,General Electric (GE),Twitter,GE Digital,California,500,2023-11-15,500,3.579999924
778756,936,115904,35-39,F,63,5602,1,1,0,Coca-Cola,Google Ads,Sprite,Connecticut,0,2021-11-05,1.5,1.580000043
778804,936,115912,30-34,M,26,6184,2,1,1,General Electric (GE),Google Ads,GE Additive,Ohio,1000,2022-07-27,1000,2.75
778808,936,115912,30-34,M,26,1738,0,1,0,Intel,Twitter,Intel Evo,Oklahoma,0,2023-08-23,200,0
778964,936,115938,35-39,F,27,112460,25,1,0,Microsoft,LinkedIn,Xbox Game Pass,Kentucky,0,2023-02-02,9.99,41.29000068
779057,936,115954,40-44,M,15,4414,0,1,0,Amazon,Google Ads,Ring Doorbell,Maine,0,2021-01-16,99,0
779106,936,115962,35-39,F,30,14670,7,1,0,Coca-Cola,Google Ads,Sprite,Maine,0,2022-08-01,1.5,9.410000324
779438,936,116031,30-34,F,64,33144,9,1,0,Apple,Google Ads,Apple TV,South Carolina,0,2022-10-27,149,13.40999985
779453,936,116033,45-49,M,64,4397,1,1,0,Nike,Facebook,Nike Cortez,Virginia,0,2021-11-28,75,0.949999988
779488,936,116039,45-49,M,65,1006,0,1,0,Tesla,LinkedIn,Roadster,New York,0,2020-04-08,200000,0
779573,936,116053,35-39,F,10,89527,24,1,0,Ford,Facebook,Ford Focus,Georgia,0,2022-06-25,17890,32.28999996
779608,936,116059,35-39,F,15,2459,0,1,0,Tesla,LinkedIn,Tesla Supercharger,Oregon,0,2022-08-11,1000,0
779609,936,116059,35-39,F,15,7116,2,1,1,IBM,Google Ads,IBM Blockchain,Maine,100,2020-09-26,100,1.730000019
779622,936,116061,30-34,F,15,8613,1,2,0,Samsung,LinkedIn,Samsung Pay,Ohio,0,2022-09-17,0,0.889999986
779631,936,116063,35-39,F,16,9730,1,1,0,Samsung,LinkedIn,Galaxy Tab,Hawaii,0,2022-07-15,229.99,1.379999995
779644,936,116065,30-34,F,16,51816,8,2,1,Apple,LinkedIn,iPhone,Delaware,999,2021-06-23,999,10.2299999
779645,936,116065,30-34,F,16,27289,3,1,0,General Electric (GE),LinkedIn,GE Healthcare,Kansas,0,2022-06-20,5000,4.429999828
779715,936,116077,30-34,F,29,20409,4,1,0,Ford,Twitter,Ford Fusion,Georgia,0,2023-03-21,23570,3.829999924
779716,936,116077,30-34,F,29,8044,1,1,0,Intel,Google Ads,Intel Xeon,Hawaii,0,2021-04-12,500,1.110000014
779738,936,116081,30-34,F,28,15645,4,1,0,Nike,Instagram,Nike SB,Vermont,0,2021-12-19,85,5.349999905
779778,936,116087,30-34,F,31,2466,0,2,2,Intel,Facebook,Intel Pentium,Virginia,200,2022-11-27,100,0
779789,936,116089,45-49,M,10,11611,3,1,1,General Electric (GE),Twitter,GE Renewable Energy,Idaho,2000,2020-11-08,2000,3.950000048
779824,936,116095,45-49,M,7,9375,3,1,0,Tesla,Instagram,Model S,Delaware,0,2020-06-23,79990,4.019999981
779871,936,116103,30-34,F,32,4402,1,1,1,Samsung,Instagram,Samsung Home,Arkansas,299.99,2020-09-05,299.99,1.330000043
779918,936,116111,30-34,F,18,8469,2,1,0,Microsoft,LinkedIn,Xbox,New Jersey,0,2021-07-25,299,3.089999914
779922,936,116111,30-34,F,18,5823,1,1,1,Ford,Facebook,Ford Bronco,Michigan,28995,2021-06-13,28995,1.419999957
779944,936,116115,35-39,M,10,2549,0,1,0,Toyota,Facebook,Toyota RAV4,Illinois,0,2020-07-17,26850,0
779979,936,116121,35-39,M,16,25817,4,1,0,Amazon,Facebook,Fire Tablet,West Virginia,0,2020-12-25,49,6.019999981
779995,936,116123,30-34,F,20,1961,0,1,0,Ford,Google Ads,Ford Bronco,Virginia,0,2023-04-13,28995,0
780064,936,116135,30-34,F,22,2554,0,1,0,Nike,Instagram,Nike SB,Florida,0,2020-02-13,85,0
780104,936,116147,30-34,F,25,4971,1,1,1,Adidas,Google Ads,Adidas Gazelle,Idaho,80,2023-10-26,80,1.230000019
780199,936,116163,35-39,F,23,1030,0,1,1,General Electric (GE),Google Ads,GE Aviation,Wisconsin,10000,2021-06-22,10000,0
780318,936,116183,45-49,F,29,162341,56,3,0,Coca-Cola,Instagram,Coca-Cola Classic,Louisiana,0,2021-06-30,1.5,77.07999969
780323,936,116183,45-49,F,29,24542,7,1,0,General Electric (GE),Google Ads,GE Research,West Virginia,0,2022-08-31,1000,9.329999924
780486,936,116216,30-34,F,65,2879,0,1,1,Samsung,LinkedIn,Galaxy Buds,Alabama,129.99,2021-11-30,129.99,0
780498,936,116218,30-34,F,64,13621,3,1,0,Tesla,Twitter,Model Y,North Dakota,0,2021-07-11,49990,4.090000033
780511,936,116220,30-34,F,63,6175,1,2,1,Apple,LinkedIn,Apple Watch,Massachusetts,399,2023-07-24,399,1.370000005
780629,936,116240,30-34,F,28,2963,0,1,0,General Electric (GE),Google Ads,GE Digital,Pennsylvania,0,2020-09-22,500,0
780653,936,116244,30-34,F,29,9076,1,1,1,Microsoft,Instagram,Surface Laptop,New Jersey,999,2021-12-20,999,1.379999995
780655,936,116244,30-34,F,29,20941,4,1,1,Samsung,Facebook,Samsung Pay,Florida,0,2023-10-27,0,5.909999967
780666,936,116246,45-49,F,10,3462,0,1,0,Toyota,LinkedIn,Toyota Avalon,Oregon,0,2023-11-09,35825,0
780681,936,116248,30-34,F,26,4073,0,1,1,Ford,Facebook,Ford Bronco,Delaware,28995,2023-03-11,28995,0
780700,936,116252,30-34,F,27,3745,0,1,0,Tesla,LinkedIn,Solar Roof,Oregon,0,2020-11-13,25000,0
780748,936,116265,30-34,F,24,830,0,1,0,Nike,Facebook,Nike Flyknit,Ohio,0,2021-07-08,160,0
780759,936,116267,45-49,F,18,2912,0,1,0,Adidas,Facebook,Adidas Originals,Indiana,0,2023-11-21,100,0
780760,936,116267,45-49,F,18,17167,5,1,0,Toyota,Facebook,Toyota Corolla,Rhode Island,0,2022-09-13,20550,6.910000086
780797,936,116273,30-34,F,22,24491,7,1,0,General Electric (GE),Facebook,GE Additive,Massachusetts,0,2023-09-12,1000,9.539999962
780799,936,116273,30-34,F,22,44699,13,2,0,Adidas,LinkedIn,Yeezy,Nevada,0,2020-12-13,220,17.30000037
780821,936,116277,30-34,F,23,6469,2,1,0,Nike,LinkedIn,Nike SB,Florida,0,2023-04-07,85,1.309999943
780830,936,116279,45-49,F,16,16053,3,1,1,Intel,Twitter,Intel Evo,Connecticut,200,2021-11-01,200,4.079999924
780835,936,116279,45-49,F,16,54724,12,1,1,Apple,Instagram,MacBook,Tennessee,1299,2022-05-14,1299,17.92999995
780867,936,116285,30-34,F,21,4706,1,1,0,Amazon,Twitter,Amazon Fire TV,Indiana,0,2020-05-04,119,1.220000029
780974,936,116303,40-44,F,32,8316,3,1,1,Coca-Cola,LinkedIn,Coca-Cola Zero Sugar,North Carolina,1.5,2022-12-04,1.5,4.569999933
781066,936,116323,40-44,F,22,5794,2,1,0,General Electric (GE),Google Ads,GE Renewable Energy,Wyoming,0,2021-10-24,2000,2.269999981
781114,936,116331,40-44,F,18,4813,1,1,0,Tesla,Google Ads,Roadster,Montana,0,2022-10-05,200000,1.029999971
781159,936,116339,40-44,F,10,85285,26,1,0,Google,Twitter,Google Home,Hawaii,0,2021-12-31,99,36.13000035
781162,936,116339,40-44,F,10,5839,1,1,0,Toyota,Instagram,Toyota Sienna,Delaware,0,2020-07-06,34560,1.370000005
781175,936,116341,40-44,F,15,5859,1,1,0,Sony,Google Ads,Xperia,Oregon,0,2020-01-17,699.99,1.539999962
781187,936,116343,40-44,F,16,164118,41,1,0,Samsung,Instagram,Galaxy Watch,Tennessee,0,2023-07-02,249.99,59.06999993
781195,936,116345,35-39,F,63,18234,6,1,0,Adidas,LinkedIn,Adidas EQT,Oregon,0,2021-05-02,120,7.810000062
781207,936,116347,35-39,F,64,2755,0,1,0,Amazon,LinkedIn,Kindle,Iowa,0,2021-05-01,89,0
781303,936,116363,35-39,F,27,73676,20,1,0,Coca-Cola,Facebook,Coca-Cola Zero Sugar,Washington,0,2022-10-15,1.5,28.5
781305,936,116363,35-39,F,27,18421,7,1,0,IBM,Instagram,IBM Security,Maine,0,2022-11-15,100,10.07999992
781327,936,116367,35-39,F,29,164754,49,2,1,Nike,Google Ads,Nike Free,Vermont,100,2022-02-21,100,67.97999978
781353,936,116371,35-39,F,10,7449,1,1,1,Toyota,Facebook,Toyota RAV4,Michigan,26850,2022-08-31,26850,1.639999986
781354,936,116371,35-39,F,10,6424,1,1,0,Microsoft,Instagram,Windows,Idaho,0,2020-08-25,139.99,0.529999971
781438,936,116385,30-34,M,63,2086,0,1,0,Intel,Twitter,Intel Atom,Alabama,0,2021-08-12,50,0
781470,936,116391,35-39,M,16,6016,0,1,0,Adidas,Facebook,Yeezy,Rhode Island,0,2023-08-10,220,0
781499,936,116395,35-39,M,15,6412,1,1,0,Intel,LinkedIn,Intel Optane,Arizona,0,2023-06-13,150,1.370000005
781508,936,116397,30-34,F,63,5040,1,1,0,Microsoft,Instagram,Surface Laptop,Texas,0,2021-02-01,999,1.440000057
781556,936,116405,30-34,F,32,1772,0,1,0,Tesla,Google Ads,Model 3,Nevada,0,2022-07-27,39990,0
781559,936,116405,30-34,F,32,1783,0,1,0,Samsung,Instagram,Galaxy Buds,Louisiana,0,2023-08-18,129.99,0
781606,936,116413,35-39,M,20,8200,3,1,0,Sony,Twitter,Sony Music,Maryland,0,2022-07-28,9.99,3.919999957
781690,936,116427,45-49,F,26,115896,38,1,0,Google,Facebook,Nest Cam,Nevada,0,2020-01-12,199,49.44000006
781811,936,116447,35-39,F,16,10186,1,1,1,Sony,LinkedIn,PlayStation,Washington,299.99,2021-12-30,299.99,1.230000019
781857,936,116455,30-34,M,20,9134,3,2,0,Google,Facebook,Nest Thermostat,Oklahoma,0,2022-09-17,249,4.180000067
781858,936,116455,30-34,M,20,3385,1,1,1,Coca-Cola,Instagram,Minute Maid,Maryland,2,2021-10-07,2,1.440000057
781907,936,116463,45-49,F,21,1314,0,1,0,General Electric (GE),Instagram,GE Capital,Texas,0,2022-11-25,500,0
781928,936,116467,30-34,M,18,2916,0,1,1,Coca-Cola,Google Ads,Vitaminwater,Georgia,2,2022-12-16,2,0
781929,936,116467,30-34,M,18,6142,1,1,0,Ford,Twitter,Ford Fusion,Louisiana,0,2022-07-28,23570,1.330000043
781950,936,116471,30-34,F,20,1984,0,1,0,Samsung,LinkedIn,Galaxy Watch,Alabama,0,2022-08-22,249.99,0
781999,936,116479,30-34,M,24,9142,3,1,0,Sony,Google Ads,Sony Pictures,Montana,0,2021-10-19,0,3.749999881
782001,936,116479,30-34,M,24,5475,2,1,1,Toyota,Instagram,Toyota Prius,North Carolina,24970,2023-06-11,24970,2.730000019
782022,936,116483,30-34,F,18,8254,2,1,1,General Electric (GE),LinkedIn,GE Appliances,Massachusetts,500,2020-10-24,500,2.320000052
782026,936,116483,30-34,F,18,5704,1,1,0,Sony,Facebook,Sony Music,Nebraska,0,2022-11-19,9.99,1.320000052
782130,936,116501,30-34,F,16,7301,0,1,0,Sony,Twitter,Sony Home Audio,Alaska,0,2023-12-04,299.99,0
782134,936,116501,30-34,F,16,37873,5,1,1,Nike,Instagram,Nike SB,Louisiana,85,2020-07-02,85,6.169999957
782135,936,116501,30-34,F,16,25267,4,2,1,Ford,Instagram,Ford Edge,Delaware,31400,2020-07-28,31400,4.940000057
782171,936,116507,30-34,F,30,535,0,1,0,Ford,Twitter,Ford Ranger,Washington,0,2023-06-05,25595,0
782180,936,116509,30-34,M,29,3396,0,1,0,Apple,Instagram,MacBook,Kansas,0,2023-03-31,1299,0
782219,936,116515,30-34,M,26,977,0,1,0,Sony,Google Ads,Xperia,Hawaii,0,2021-10-17,699.99,0
782228,936,116517,40-44,F,63,12318,5,1,1,General Electric (GE),Twitter,GE Aviation,Wisconsin,10000,2020-05-25,10000,6.340000153
782242,936,116519,30-34,F,28,4783,1,1,0,Tesla,Twitter,Autopilot,New Mexico,0,2022-06-28,10000,0.860000014
782275,936,116525,30-34,F,29,6475,1,1,0,Amazon,LinkedIn,Fire TV Stick,Wisconsin,0,2020-01-25,39,1.350000024
782337,936,116535,45-49,F,16,104578,29,1,1,Intel,Facebook,Intel Optane,Maine,150,2022-04-02,150,39.25000095
782407,936,116547,45-49,F,10,33664,11,1,0,Amazon,Google Ads,Fire Tablet,Arkansas,0,2020-06-28,49,12.51000035
782443,936,116553,40-44,F,20,979,0,1,0,IBM,Twitter,IBM Power Systems,New Mexico,0,2023-03-05,500,0
782541,936,116569,40-44,F,28,7337,3,1,0,Tesla,LinkedIn,Roadster,West Virginia,0,2021-08-21,200000,4.079999924
782587,936,116577,30-34,M,10,2499,0,1,0,Coca-Cola,Instagram,Sprite,Nevada,0,2020-11-04,1.5,0
782647,936,116587,40-44,F,27,11244,3,1,0,Apple,LinkedIn,Apple TV,New York,0,2024-02-08,149,4.550000191
782658,936,116589,30-34,M,15,4827,0,1,0,Google,Twitter,Nest Hub,Kentucky,0,2022-01-27,89,0
782694,936,116595,35-39,F,29,29035,7,2,2,Microsoft,Facebook,Surface Book,New Mexico,2998,2022-08-03,1499,8.910000086
782706,936,116597,35-39,F,30,761,0,1,0,Nike,Twitter,Nike Zoom,Colorado,0,2023-10-24,150,0
782754,936,116605,35-39,F,26,6532,1,1,0,Samsung,LinkedIn,Samsung TV,Pennsylvania,0,2023-01-27,499.99,1.610000014
782815,936,116615,40-44,F,10,11537,3,1,0,Microsoft,Facebook,Azure,Maine,0,2023-05-25,200,4.300000191
782816,936,116615,40-44,F,10,12183,3,1,0,General Electric (GE),Facebook,GE Capital,Alabama,0,2022-07-26,500,2.869999945
782862,936,116623,35-39,F,64,5912,1,1,1,Apple,Facebook,AirPods,New Mexico,159,2021-06-15,159,1.559999943
